DISTRICT,AREA_CLUSTER_OF_AREAS,VENUE_NAME,VENUE_NUMBER,DATE,INDEX
LOWER HUTT CITY,Hutt Central,THE EXCHANGE HOTEL,391,2011-03-01,5
LOWER HUTT CITY,Hutt Central,VALLEY CLUB,1172,2011-03-01,5
LOWER HUTT CITY,Wainuiomata,FITZROY HOTEL,884,2011-03-01,5
LOWER HUTT CITY,Wainuiomata,TAB WAINUIOMATA,2000124,2011-03-01,5
LOWER HUTT CITY,Wainuiomata,THE PALLISER HOTEL,860,2011-03-01,5
LOWER HUTT CITY,Wainuiomata,WAINUIOMATA BOWLING CLUB,149,2011-03-01,5
LOWER HUTT CITY,Wainuiomata,WAINUIOMATA MEMORIAL RSA CLUB,1206,2011-03-01,5
LOWER HUTT CITY,Naenae,NAENAE BOWLING CLUB INCORPORATED,708,2011-03-01,5
LOWER HUTT CITY,Naenae,NAENAE HOTEL,989,2011-03-01,5
LOWER HUTT CITY,Naenae,OLYMPIC HOTEL,1219,2011-03-01,5
LOWER HUTT CITY,Naenae,PARK AVENUE BOWLING CLUB,556,2011-03-01,5
LOWER HUTT CITY,Naenae,NAENAE TAB,2000278,2011-03-01,5
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,COMBINED SERVICES CLUB,195,2011-03-01,5
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,FAIRLIE HOTEL,1625,2011-03-01,5
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,LAKE TEKAPO TAVERN,1244,2011-03-01,5
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,THE TWIZEL TAVERN,781,2011-03-01,5
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,TOP HUT,1605,2011-03-01,5
MANAWATU DISTRICT,Bunnythorpe/ Longburn/ Rongotea,BUNNYTHORPE AND DISTRICT COUNTRY CLUB,494,2011-03-01,5
MANAWATU DISTRICT,Bunnythorpe/ Longburn/ Rongotea,BUNNYTHORPE TAVERN,602,2011-03-01,5
MANAWATU DISTRICT,Bunnythorpe/ Longburn/ Rongotea,RONGOTEA TAVERN,597,2011-03-01,5
MANAWATU DISTRICT,Bunnythorpe/ Longburn/ Rongotea,WHITE HORSE INN,1003,2011-03-01,5
MANAWATU DISTRICT,Fielding,DENBIGH HOTEL,1771,2011-03-01,5
MANAWATU DISTRICT,Fielding,DROVER'S RETURN BAR & CAFE,1423,2011-03-01,5
MANAWATU DISTRICT,Fielding,EMPIRE TAVERN,308,2011-03-01,5
MANAWATU DISTRICT,Fielding,FEILDING HOTEL,1603,2011-03-01,5
MANAWATU DISTRICT,Fielding,KIWI TAVERN,2000232,2011-03-01,5
MANAWATU DISTRICT,Fielding,RANGITIKEI CLUB,925,2011-03-01,5
MANUKAU CITY,Howick,123 KARAOKA BAR,563,2011-03-01,5
MANUKAU CITY,Howick,BARREL INN,2005,2011-03-01,5
MANUKAU CITY,Howick,CROOK AND FLAIL MEADOWLANDS,1380,2011-03-01,5
MANUKAU CITY,Howick,HOWICK CLUB INC,342,2011-03-01,5
MANUKAU CITY,Howick,HOWICK RETURNED SERVICES ASSOCIATION INCORPORATED,1176,2011-03-01,5
MANUKAU CITY,Howick,SHIRAZ BAR,196,2011-03-01,5
MANUKAU CITY,Howick,THE HOWICK DART CLUB INCORPORATED,1967,2011-03-01,5
MANUKAU CITY,Howick,THE PROSPECT OF HOWICK,1940,2011-03-01,5
MANUKAU CITY,Howick,XTREME BOTANY,1982,2011-03-01,5
MANUKAU CITY,Highland Park/ Beachlands-Maretai/ Whitford,AFRICA - HIGHLAND PARK,1210,2011-03-01,5
MANUKAU CITY,Highland Park/ Beachlands-Maretai/ Whitford,BEACHLANDS CHARTERED CLUB,120,2011-03-01,5
MANUKAU CITY,Highland Park/ Beachlands-Maretai/ Whitford,WHITFORD PARK GOLF CLUB,1171,2011-03-01,5
MANUKAU CITY,Highland Park/ Beachlands-Maretai/ Whitford,SAPPHIRE BAR,573,2011-03-01,5
MANUKAU CITY,Papatoetoe,HUNTERS INN,1957,2011-03-01,5
MANUKAU CITY,Papatoetoe,PAPATOETOE & DISTRICT RSA,509,2011-03-01,5
MANUKAU CITY,Papatoetoe,PAPATOETOE COSMOPOLITAN CLUB,167,2011-03-01,5
MANUKAU CITY,Papatoetoe,PAPATOETOE HUNTERS CORNER BOWLING CLUB INCORPORATED,693,2011-03-01,5
MANUKAU CITY,Papatoetoe,PAPATOETOE RSA BOWLING CLUB INC,557,2011-03-01,5
MANUKAU CITY,Papatoetoe,TAB HUNTERS CORNER,911,2011-03-01,5
MANUKAU CITY,Papatoetoe,TUI CLUBROOMS,807,2011-03-01,5
MANUKAU CITY,Manurewa,BELLBIRD ARMS,1864,2011-03-01,5
MANUKAU CITY,Manurewa,HAPPY DAYS,1443,2011-03-01,5
MANUKAU CITY,Manurewa,JOE'S PLACE,241,2011-03-01,5
MANUKAU CITY,Manurewa,JOKERS MANUREWA,853,2011-03-01,5
MANUKAU CITY,Manurewa,KLUB INITIATIVES,249,2011-03-01,5
MANUKAU CITY,Manurewa,MANUREWA COSMOPOLITAN CLUB,300,2011-03-01,5
MANUKAU CITY,Manurewa,MANUREWA RSA,115,2011-03-01,5
MANUKAU CITY,Manurewa,PLAYAZ BAR,1797,2011-03-01,5
MANUKAU CITY,Manurewa,SPORTS BAR MANUREWA,1379,2011-03-01,5
MANUKAU CITY,Manurewa,WEYMOUTH COSMOPOLITAN & SPORTS CLUB,96,2011-03-01,5
MANUKAU CITY,Manurewa,WOODY'S SPORTS BAR,920,2011-03-01,5
MANUKAU CITY,Mangere Bridge,BRIDGE PARK BOWLING CLUB INC,565,2011-03-01,5
MANUKAU CITY,Mangere Bridge,MANGERE BRIDGE TAVERN,1173,2011-03-01,5
MANUKAU CITY,Mangere Bridge,WANDERERS BAR MANGERE BRIDGE,2000234,2011-03-01,5
MANUKAU CITY,Manukau City,COCK AND BULL BOTANY LTD,1316,2011-03-01,5
MANUKAU CITY,Manukau City,FIBBER MCPHEES,2000154,2011-03-01,5
MANUKAU CITY,Manukau City,GORDY'S,291,2011-03-01,5
MANUKAU CITY,Manukau City,GUADA FIESTA BAR & CATCH RESTAURANT,1395,2011-03-01,5
MANUKAU CITY,Manukau City,MAKL'S BAR,1370,2011-03-01,5
MANUKAU CITY,Manukau City,O'HAGAN'S IRISH PUB & GRILL,1999,2011-03-01,5
MANUKAU CITY,Manukau City,ON THE ROCKS BAR,1212,2011-03-01,5
MANUKAU CITY,Manukau City,RICK'S BAR & POKIES,1335,2011-03-01,5
MANUKAU CITY,Manukau City,SHOOTERS SNOOKER AND POOL,1288,2011-03-01,5
MANUKAU CITY,Manukau City,THE BAR,1396,2011-03-01,5
MANUKAU CITY,Manukau City,STRIKE! MANUKAU,228,2011-03-01,5
MANUKAU CITY,Manukau City,TAB HIGHLAND,1270,2011-03-01,5
MANUKAU CITY,Manukau City,TACTICS SPORTS BAR,1512,2011-03-01,5
MANUKAU CITY,Manukau City,THE BOG IRISH BAR,2000160,2011-03-01,5
MANUKAU CITY,Clendon/ Mangere East/ Wiri,CLENDON TAVERN AND RESTAURANT,2004,2011-03-01,5
MANUKAU CITY,Clendon/ Mangere East/ Wiri,MANGERE BOWLING CLUB INC,421,2011-03-01,5
MANUKAU CITY,Clendon/ Mangere East/ Wiri,OUR LOCAL,1430,2011-03-01,5
MANUKAU CITY,Otara,EAST TAMAKI TAVERN,520,2011-03-01,5
MANUKAU CITY,Otara,HIPTONIX,805,2011-03-01,5
MANUKAU CITY,Otara,PARADISE BAR & POKIES,1211,2011-03-01,5
MANUKAU CITY,Otara,ROSA PASIFIKA,320,2011-03-01,5
MANUKAU CITY,Otara,THE RACE PLACE,2000231,2011-03-01,5
MANUKAU CITY,Mangere,GARDEN INN,290,2011-03-01,5
MANUKAU CITY,Mangere,GRACE'S PLACE MANGERE,1371,2011-03-01,5
MANUKAU CITY,Mangere,MANGERE COSMOPOLITAN CLUB,743,2011-03-01,5
MANUKAU CITY,Mangere,PACIFIC TAVERN,1899,2011-03-01,5
MANUKAU CITY,Pakuranga,HEADIN HOME,1213,2011-03-01,5
MANUKAU CITY,Pakuranga,PAKURANGA RUGBY LEAGUE COMMUNITY SPORTS CLUB INCORPORATED,49,2011-03-01,5
MANUKAU CITY,Pakuranga,THE SPECTATOR BAR & GRILL,1989,2011-03-01,5
MANUKAU CITY,Pakuranga,YE OLDE BAILEY,2001,2011-03-01,5
MANUKAU CITY,East Tamaki/ Flat Bush,JUNCTION SPORTS BAR,1996,2011-03-01,5
MANUKAU CITY,East Tamaki/ Flat Bush,TAB FLAT BUSH,2000247,2011-03-01,5
MANUKAU CITY,East Tamaki/ Flat Bush,WANDERERS BAR EAST TAMAKI,1075,2011-03-01,5
MARLBOROUGH DISTRICT,Blenheim,CLUBS OF MARLBOROUGH,34,2011-03-01,5
MARLBOROUGH DISTRICT,Blenheim,CRITERION HOTEL (BLENHEIM),1572,2011-03-01,5
MARLBOROUGH DISTRICT,Blenheim,FAIRWEATHER ON SCOTT,2000240,2011-03-01,5
MARLBOROUGH DISTRICT,Blenheim,GROVE TAVERN,725,2011-03-01,5
MARLBOROUGH DISTRICT,Blenheim,PADDY BARRY'S IRISH BAR,1668,2011-03-01,5
MARLBOROUGH DISTRICT,Blenheim,REDWOOD TAVERN,60,2011-03-01,5
MARLBOROUGH DISTRICT,Blenheim,ROYAL HOTEL,724,2011-03-01,5
MARLBOROUGH DISTRICT,Blenheim,SPRINGLANDS TAVERN,1896,2011-03-01,5
MARLBOROUGH DISTRICT,Blenheim,THE CORNERSTONE,1665,2011-03-01,5
MARLBOROUGH DISTRICT,Blenheim,THE PODIUM,991,2011-03-01,5
MARLBOROUGH DISTRICT,Picton,D A'S RESTAURANT,1645,2011-03-01,5
MARLBOROUGH DISTRICT,Picton,MIKEYS BAR,1442,2011-03-01,5
MARLBOROUGH DISTRICT,Picton,PICTON RETURNED SERVICES ASSOCIATION,1778,2011-03-01,5
MARLBOROUGH DISTRICT,Picton,THE CROW TAVERN,1626,2011-03-01,5
MARLBOROUGH DISTRICT,Picton,TOOT & WHISTLE INN,2000230,2011-03-01,5
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,HAVELOCK HOTEL,1549,2011-03-01,5
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,JUNCTION HOTEL,726,2011-03-01,5
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,STARBOROUGH TAVERN,2000087,2011-03-01,5
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,TROUT HOTEL,1667,2011-03-01,5
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,WOODBOURNE TAVERN,1859,2011-03-01,5
MASTERTON DISTRICT,Masterton,ABERDEEN STEAKHOUSE AND BAR,393,2011-03-01,5
MASTERTON DISTRICT,Masterton,HORSE AND HOUND CAFE AND BAR,205,2011-03-01,5
MASTERTON DISTRICT,Masterton,HORSE SHOE,311,2011-03-01,5
MASTERTON DISTRICT,Masterton,KURIPUNI TAVERN,304,2011-03-01,5
MASTERTON DISTRICT,Masterton,MASTERTON CLUB,533,2011-03-01,5
MASTERTON DISTRICT,Masterton,MASTERTON COSMOPOLITAN CLUB,671,2011-03-01,5
MASTERTON DISTRICT,Masterton,SOLWAY PARK COMPLEX (HOMESTEAD TAVERN),306,2011-03-01,5
MASTERTON DISTRICT,Masterton,WAIRARAPA SERVICES & CITIZENS CLUB,324,2011-03-01,5
MATAMATA-PIAKO DISTRICT,Matamata,HORSE & JOCKEY,1770,2011-03-01,5
MATAMATA-PIAKO DISTRICT,Matamata,MATAMATA CLUB INCORPORATED,338,2011-03-01,5
MATAMATA-PIAKO DISTRICT,Matamata,MATAMATA MEMORIAL R.S.A. INCORPORATED,168,2011-03-01,5
MATAMATA-PIAKO DISTRICT,Matamata,TRAC SPORTS BAR,375,2011-03-01,5
MATAMATA-PIAKO DISTRICT,Morrinsville,MORRINSVILLE DISTRICT RSA,322,2011-03-01,5
MATAMATA-PIAKO DISTRICT,Morrinsville,NOTTINGHAM CASTLE HOTEL,1150,2011-03-01,5
MATAMATA-PIAKO DISTRICT,Morrinsville,TOP PUB,1118,2011-03-01,5
MATAMATA-PIAKO DISTRICT,Morrinsville,TOWN AND COUNTRY CLUB INCORPORATED,686,2011-03-01,5
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,PALACE HOTEL,1876,2011-03-01,5
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,TAHUNA TAVERN,535,2011-03-01,5
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,TE AROHA CLUB INCORPORATED,468,2011-03-01,5
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,TE AROHA MEMORIAL RSA,239,2011-03-01,5
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,THE GRAND TAVERN,1488,2011-03-01,5
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,WAIHOU TAVERN,984,2011-03-01,5
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,BAYVIEW HOTEL (NAPIER),1663,2011-03-01,5
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,MASONIC HOTEL,1885,2011-03-01,5
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,MEEANEE HOTEL,1289,2011-03-01,5
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,TARADALE CLUB,492,2011-03-01,5
NAPIER CITY,Ahuriri,BLUE WATER HOTEL,678,2011-03-01,5
NAPIER CITY,Ahuriri,HAWKES BAY SPORT FISHING CLUB,408,2011-03-01,5
NAPIER CITY,Ahuriri,UNION HOTEL,1823,2011-03-01,5
NAPIER CITY,Maraenui/ Onekawa/ Westshore,GOLDEN CHANCE MARAENUI,739,2011-03-01,5
NAPIER CITY,Maraenui/ Onekawa/ Westshore,SIDELINE BAR - ONEKAWA HOTEL,741,2011-03-01,5
NAPIER CITY,Maraenui/ Onekawa/ Westshore,WESTSHORE HOTEL,1801,2011-03-01,5
NAPIER CITY,Taradale,TARADALE AND DISTRICT RSA,543,2011-03-01,5
NAPIER CITY,Taradale,TARADALE TAVERN,736,2011-03-01,5
NAPIER CITY,Taradale,THE DUKE OF GLOUCESTER,1620,2011-03-01,5
NAPIER CITY,Taradale,THE HORSE AND HARVEST FAMILY RESTAURANT AND ALE HOUSE,1538,2011-03-01,5
NAPIER CITY,Napier City/Marewa,HOPS 'N' HOOVES,800,2011-03-01,5
NAPIER CITY,Napier City/Marewa,LEGENDS SPORTS CAFE,740,2011-03-01,5
NAPIER CITY,Napier City/Marewa,NAPIER COSMOPOLITAN CLUB,159,2011-03-01,5
NAPIER CITY,Napier City/Marewa,NAPIER RSA,1784,2011-03-01,5
NAPIER CITY,Napier City/Marewa,RED CARPET SPORTS BAR AND CAFE,1295,2011-03-01,5
NAPIER CITY,Napier City/Marewa,TAMATEA TAVERN,1912,2011-03-01,5
NAPIER CITY,Napier City/Marewa,THE BRAZEN HEAD IRISH ALE & COFFEE HOUSE,796,2011-03-01,5
NAPIER CITY,Napier City/Marewa,THE ROYAL TAVERN,1223,2011-03-01,5
NAPIER CITY,Napier City/Marewa,THE WINDSOCK,1284,2011-03-01,5
NELSON CITY,Nelson Central,623 IN THE CITY,358,2011-03-01,5
NELSON CITY,Nelson Central,CHARLIES TAVERN,1691,2011-03-01,5
NELSON CITY,Nelson Central,CITY CLUB,452,2011-03-01,5
NELSON CITY,Nelson Central,HARDYS BAR,1759,2011-03-01,5
NELSON CITY,Nelson Central,NELSON SHOOTERS BAR,1000083,2011-03-01,5
NELSON CITY,Nelson Central,NELSON SUBURBAN CLUB,174,2011-03-01,5
NELSON CITY,Nelson Central,OCEAN LODGE HOTEL,1056,2011-03-01,5
NELSON CITY,Nelson Central,POST BOY HOTEL,1123,2011-03-01,5
NELSON CITY,Nelson Central,RISING SUN TAVERN,1776,2011-03-01,5
NELSON CITY,Nelson Central,ROYAL HOTEL,586,2011-03-01,5
NELSON CITY,Nelson Central,THE VERDICT,1530,2011-03-01,5
NELSON CITY,Nelson Central,WAKATU HOTEL,658,2011-03-01,5
NELSON CITY,Port Nelson/ Stoke/ Tahunanui/ The Wood,623 ON THE ROCKS,1930,2011-03-01,5
NELSON CITY,Port Nelson/ Stoke/ Tahunanui/ The Wood,BUSH INN TAVERN,1569,2011-03-01,5
NELSON CITY,Port Nelson/ Stoke/ Tahunanui/ The Wood,MOLLY'S SPORTS BAR & CLUB,1679,2011-03-01,5
NELSON CITY,Port Nelson/ Stoke/ Tahunanui/ The Wood,SHARK BAR LTD,301,2011-03-01,5
NELSON CITY,Port Nelson/ Stoke/ Tahunanui/ The Wood,TURF HOTEL,1078,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,BREAKERS TARANAKI,1888,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,BROADWAYS BAR,2000223,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,CINEMA EXPRESS CAFE AND BAR,1918,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,COBB & CO RESTAURANT & BAR,905,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,CROWDED HOUSE BAR & CAFE,970,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,DECANTA TAPAS BAR,2000179,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,ICON'S STADIUM BAR,1028,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,MATINEE CAFE & BAR,962,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,NAG N NOGGIN,972,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,NEW PLYMOUTH & DISTRICT MEMORIAL RSA,428,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,NEW PLYMOUTH CLUB,267,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,PEGGY GORDONS,1254,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,STUMBLE INN & CAFE,1958,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,THE SALTY DOG CAFE & BAR,999,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,THE UGLY DUCK,1011,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,TREEHOUSE SPORTSBAR & CAFE,1061,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,WEST END BOWLING CLUB,839,2011-03-01,5
NEW PLYMOUTH DISTRICT,New Plymouth Central,WEST BAR,2000280,2011-03-01,5
NEW PLYMOUTH DISTRICT,Waitara,BRIDGE TAVERN,296,2011-03-01,5
NEW PLYMOUTH DISTRICT,Waitara,THE MASONIC HOTEL,42,2011-03-01,5
NEW PLYMOUTH DISTRICT,Waitara,WAITARA DISTRICT SERVICES AND CITIZENS CLUB,202,2011-03-01,5
NEW PLYMOUTH DISTRICT,Waitara,WAITARA TOWN & COUNTRY CLUB,782,2011-03-01,5
NEW PLYMOUTH DISTRICT,Inglewood/ Oakura/ Okato,BUTLERS BAR AND CAFE,405,2011-03-01,5
NEW PLYMOUTH DISTRICT,Inglewood/ Oakura/ Okato,INGLEWOOD CLUB,355,2011-03-01,5
NEW PLYMOUTH DISTRICT,Inglewood/ Oakura/ Okato,STONEY RIVER HOTEL,1082,2011-03-01,5
NEW PLYMOUTH DISTRICT,Inglewood/ Oakura/ Okato,THE HAIRY DOG,997,2011-03-01,5
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,SHIFTY'S SPORTS BAR & TAB,1114,2011-03-01,5
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,SPORTY'S CAFE/BAR,1767,2011-03-01,5
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,TAB FITZROY,2000123,2011-03-01,5
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,URENUI BAY HOTEL,2000145,2011-03-01,5
NORTH SHORE CITY,Albany,123 KARAOKE BAR,2000219,2011-03-01,5
NORTH SHORE CITY,Albany,AFRICA - ALBANY,1894,2011-03-01,5
NORTH SHORE CITY,Albany,CRANKS RESTAURANT BAR,1939,2011-03-01,5
NORTH SHORE CITY,Albany,FAT BOYS TAVERN,2006,2011-03-01,5
NORTH SHORE CITY,Albany,NORTH SHORE COSMOPOLITAN CLUB INC,559,2011-03-01,5
NORTH SHORE CITY,Albany,TAVERN IN THE PARK,603,2011-03-01,5
NORTH SHORE CITY,Albany,THE ALBANY,929,2011-03-01,5
NORTH SHORE CITY,Browns Bay,ACES SPORTS BAR,1480,2011-03-01,5
NORTH SHORE CITY,Browns Bay,BROWNS BAY BOWLING CLUB,266,2011-03-01,5
NORTH SHORE CITY,Browns Bay,BROWNZY'S SPORTS BAR,1890,2011-03-01,5
NORTH SHORE CITY,Browns Bay,EAST COAST BAYS RSA,188,2011-03-01,5
NORTH SHORE CITY,Browns Bay,ECHO BAR,252,2011-03-01,5
NORTH SHORE CITY,Browns Bay,THE BAYS CLUB INCORPORATED,79,2011-03-01,5
NORTH SHORE CITY,Glenfield,GLENFIELD BOWLING CLUB,38,2011-03-01,5
NORTH SHORE CITY,Glenfield,GLENFIELD TAVERN,1813,2011-03-01,5
NORTH SHORE CITY,Glenfield,INN FIELD,1093,2011-03-01,5
NORTH SHORE CITY,Glenfield,MAVERICKS GLENFIELD,802,2011-03-01,5
NORTH SHORE CITY,Glenfield,SPIRIT'D GLENFIELD,1146,2011-03-01,5
NORTH SHORE CITY,Glenfield,SPORTS BAR GLENFIELD,615,2011-03-01,5
NORTH SHORE CITY,Glenfield,VALENTINES RESTAURANT,1863,2011-03-01,5
NORTH SHORE CITY,Greenhithe/ Northcote,COOL BAR,814,2011-03-01,5
NORTH SHORE CITY,Greenhithe/ Northcote,NORTHCOTE TAVERN,1872,2011-03-01,5
NORTH SHORE CITY,Greenhithe/ Northcote,THE MALTHOUSE GREENHITHE,1468,2011-03-01,5
NORTH SHORE CITY,Belmont/ Devonport/ Milford,MASONIC TAVERN,341,2011-03-01,5
NORTH SHORE CITY,Belmont/ Devonport/ Milford,THE JOLLY PUNTER,1504,2011-03-01,5
NORTH SHORE CITY,Belmont/ Devonport/ Milford,THE MILFORD,1392,2011-03-01,5
NORTH SHORE CITY,Belmont/ Devonport/ Milford,WILD BILL'S RIBHOUSE,1409,2011-03-01,5
NORTH SHORE CITY,Takapuna Central,MAD DOGS AND ENGLISHMEN WAIRAU,230,2011-03-01,5
NORTH SHORE CITY,Takapuna Central,PATS GARAGE,1459,2011-03-01,5
NORTH SHORE CITY,Takapuna Central,SIN BIN SPORTS BAR,1227,2011-03-01,5
NORTH SHORE CITY,Takapuna Central,TAKAPUNA MEMORIAL RSA INCORPORATED,411,2011-03-01,5
NORTH SHORE CITY,Takapuna Central,TENPIN TAKAPUNA,580,2011-03-01,5
NORTH SHORE CITY,Takapuna Central,THE RUDDER,1397,2011-03-01,5
NORTH SHORE CITY,Takapuna Central,THE TAKAPUNA BAR,1116,2011-03-01,5
NORTH SHORE CITY,Campbell's Bay/ Mairangi Bay/ North Harbour,PASS N PUNT SPORTS BAR,1111,2011-03-01,5
NORTH SHORE CITY,Campbell's Bay/ Mairangi Bay/ North Harbour,PUPUKE GOLF CLUB INCORPORATED,220,2011-03-01,5
NORTH SHORE CITY,Campbell's Bay/ Mairangi Bay/ North Harbour,WAIRAU PARK TENPIN,1843,2011-03-01,5
NORTH SHORE CITY,Birkenhead,SLIPP INN,1952,2011-03-01,5
NORTH SHORE CITY,Birkenhead,TAB BIRKENHEAD,2000220,2011-03-01,5
NORTH SHORE CITY,Birkenhead,THE BIRKENHEAD BOWLING CLUB INCORPORATED,696,2011-03-01,5
NORTH SHORE CITY,Birkenhead,THE BIRKENHEAD RETURNED SERVICES ASSOCIATION INCORPORATED,323,2011-03-01,5
NORTH SHORE CITY,Birkenhead,THE DRINK BAR,1393,2011-03-01,5
OPOTIKI DISTRICT,Opotiki/ Te Kaha,BB'S OPOTIKI HOTEL,596,2011-03-01,5
OPOTIKI DISTRICT,Opotiki/ Te Kaha,MASONIC HOTEL,1268,2011-03-01,5
OPOTIKI DISTRICT,Opotiki/ Te Kaha,OPOTIKI COUNTY RETURNED SERVICES ASSOCIATION INCORPORATED,214,2011-03-01,5
OPOTIKI DISTRICT,Opotiki/ Te Kaha,SLIM'S BAR,942,2011-03-01,5
OPOTIKI DISTRICT,Opotiki/ Te Kaha,TE KAHA HOTEL,1249,2011-03-01,5
OTOROHANGA DISTRICT,Kawhia/ Otorohanga,HOTEL OTOROHANGA,1388,2011-03-01,5
OTOROHANGA DISTRICT,Kawhia/ Otorohanga,KAWHIA HOTEL,1617,2011-03-01,5
OTOROHANGA DISTRICT,Kawhia/ Otorohanga,OTOROHANGA SERVICES & CITIZENS CLUB,692,2011-03-01,5
OTOROHANGA DISTRICT,Kawhia/ Otorohanga,OTOROHANGA WORKINGMEN'S CLUB,287,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,ALBERT SPORTS BAR,389,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,ASHHURST MEMORIAL RSA,410,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,AWAPUNI MOTOR HOTEL,3,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,CAFE DE PARIS HOTEL,397,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,CENTRAL RACE PLACE TAB,850,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,CLOVERLEA NEIGHBOURHOOD TAVERN,1426,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,HIGH FLYERS,1018,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,MALBAS BAR,1961,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,MANAWATU DARTS ASSOCIATION HALL,459,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,MASONIC HOTEL,1543,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,MINI BAR,2000233,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,MURPHY'S LAW PALMERSTON NORTH,392,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,PALMERSTON NORTH COSMOPOLITAN CLUB,2000128,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,PALMERSTON NORTH RSA CLUB,1217,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,REX'S BAR,2000132,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,ROSIE O'GRADYS PALMERSTON NORTH,1910,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,SPORTSMAN INN,1824,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,TAKARO BOWLING CLUB,333,2011-03-01,5
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,TERRACE END TAB,2000228,2011-03-01,5
