DISTRICT,AREA_CLUSTER_OF_AREAS,VENUE_NAME,VENUE_NUMBER,DATE,INDEX
TAURANGA DISTRICT,Mt Maunganui,MOUNT MELLICK,826,2011-12-01,31
TAURANGA DISTRICT,Mt Maunganui,ROSIE O'GRADYS IRISH PUB,373,2011-12-01,31
TAURANGA DISTRICT,Mt Maunganui,TAB MOUNT MAUNGANUI,2000241,2011-12-01,31
TAURANGA DISTRICT,Mt Maunganui,CLUB MOUNT MAUNGANUI,2000291,2011-12-01,31
TAURANGA DISTRICT,Greerton/ Papamoa,TAURANGA RSA,1844,2011-12-01,31
THAMES-COROMANDEL DISTRICT,Coromandel,ADMIRALS ARMS,1506,2011-12-01,31
THAMES-COROMANDEL DISTRICT,Coromandel,COROMANDEL HOTEL,627,2011-12-01,31
THAMES-COROMANDEL DISTRICT,Coromandel,ROYAL OAK HOTEL,70,2011-12-01,31
THAMES-COROMANDEL DISTRICT,Coromandel,STAR & GARTER HOTEL,2000078,2011-12-01,31
THAMES-COROMANDEL DISTRICT,Thames,KOPU STATION HOTEL,650,2011-12-01,31
THAMES-COROMANDEL DISTRICT,Thames,PUNTERS SPORTS BAR,996,2011-12-01,31
THAMES-COROMANDEL DISTRICT,Thames,THAMES COAST BOWLING CLUB INCORPORATED,1783,2011-12-01,31
THAMES-COROMANDEL DISTRICT,Whangamata,WHANGAMATA CLUB INCORPORATED,932,2011-12-01,31
THAMES-COROMANDEL DISTRICT,Whangamata,WHANGAMATA RETURNED SERVICES ASSOCIATION INCORPORATED,550,2011-12-01,31
TIMARU DISTRICT,Geraldine,CROWN HERITAGE HOTEL,882,2011-12-01,31
TIMARU DISTRICT,Geraldine,PLEASANT POINT HOTEL,1545,2011-12-01,31
TIMARU DISTRICT,Geraldine,VILLAGE INN,2000109,2011-12-01,31
TIMARU DISTRICT,Temuka,CROWN HOTEL,1155,2011-12-01,31
TIMARU DISTRICT,Temuka,TEMUKA HOTEL,1278,2011-12-01,31
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,CHARLTON'S SILVERSTREAM,59,2011-12-01,31
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,GLASSHOUSE BAR & CAFE,976,2011-12-01,31
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,QUINN'S POST TAVERN,56,2011-12-01,31
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,RIMUTAKA TAVERN,307,2011-12-01,31
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,TAB UPPER HUTT,2000254,2011-12-01,31
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,TOTE PUB & PIZZA FURNACE,45,2011-12-01,31
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,UPPER HUTT CLUB,511,2011-12-01,31
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,UPPER HUTT COSMOPOLITAN CLUB,343,2011-12-01,31
WAIKATO DISTRICT,Ngaruwahia,DELTA HOTEL,1354,2011-12-01,31
WAIKATO DISTRICT,Ngaruwahia,NGARUAWAHIA RSA MEMORIAL CLUB,148,2011-12-01,31
WAIKATO DISTRICT,Huntly,ESSEX ARMS,415,2011-12-01,31
WAIKATO DISTRICT,Huntly,HUNTLY RSA,488,2011-12-01,31
WAIKATO DISTRICT,Huntly,MCGINTY'S TURF & SPORTS BAR,1914,2011-12-01,31
WAIKATO DISTRICT,Raglan/ Taupiri/ Whatawhata,HARBOUR VIEW HOTEL,1361,2011-12-01,31
WAIKATO DISTRICT,Raglan/ Taupiri/ Whatawhata,RAGLAN CLUB INCORPORATED,201,2011-12-01,31
WAIKATO DISTRICT,Raglan/ Taupiri/ Whatawhata,TAUPIRI TAVERN,640,2011-12-01,31
WAIKATO DISTRICT,Maramarua/ Rangiriri/ Te Kauwhata,RANGIRIRI HOTEL,613,2011-12-01,31
WAIKATO DISTRICT,Maramarua/ Rangiriri/ Te Kauwhata,RED FOX TAVERN,506,2011-12-01,31
WAIKATO DISTRICT,Maramarua/ Rangiriri/ Te Kauwhata,TE KAUWHATA TRUST TAVERN,869,2011-12-01,31
WAIMAKARIRI DISTRICT,Rangiora,PLOUGH HOTEL,1532,2011-12-01,31
WAIMAKARIRI DISTRICT,Rangiora,RANGIORA RSA CLUB,547,2011-12-01,31
WAIMATE DISTRICT,Waimate,WAIMATE TOWN & COUNTRY CLUB,259,2011-12-01,31
WAIPA DISTRICT,Kihikihi/ Pirongia/ Te Awamutu,JOY'S PLACE,1261,2011-12-01,31
WAIPA DISTRICT,Kihikihi/ Pirongia/ Te Awamutu,TE AWAMUTU & DISTRICT MEMORIAL RSA,499,2011-12-01,31
WAIPA DISTRICT,Kihikihi/ Pirongia/ Te Awamutu,WAIPA WORKINGMENS CLUB INC,197,2011-12-01,31
WAIPA DISTRICT,Cambridge,CAMBRIDGE COSMOPOLITAN CLUB,251,2011-12-01,31
WAIPA DISTRICT,Cambridge,MASONIC HOTEL (CAMBRIDGE),1508,2011-12-01,31
WAIPA DISTRICT,Cambridge,PRINCE ALBERT TAVERN,1976,2011-12-01,31
WAIPA DISTRICT,Cambridge,THE CLUBHOUSE CAFE & SPORTS BAR,1399,2011-12-01,31
WAIROA DISTRICT,Mahia Beach/ Wairoa,FERRY HOTEL,1836,2011-12-01,31
WAIROA DISTRICT,Mahia Beach/ Wairoa,WAIROA CLUB,219,2011-12-01,31
WAITAKI DISTRICT,Oamaru,GALLEON COMPLEX,1943,2011-12-01,31
WAITAKI DISTRICT,Oamaru,NORTHSTAR MOTELS RESTAURANT AND BAR,824,2011-12-01,31
WAITAKI DISTRICT,Oamaru,OAMARU CLUB,367,2011-12-01,31
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,KUROW HOTEL,1563,2011-12-01,31
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,OTEMATATA DISTRICT CLUB,548,2011-12-01,31
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,WAITAKI HOTEL,1243,2011-12-01,31
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,CASTLECLIFF CLUB INC,192,2011-12-01,31
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,CASTLECLIFF HOTEL,945,2011-12-01,31
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,RED LION INN,1917,2011-12-01,31
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,SPORTZ BAR,588,2011-12-01,31
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,TAB WANGANUI,2000125,2011-12-01,31
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,THE GRAND HOTEL,1787,2011-12-01,31
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,WANGANUI EAST CLUB,347,2011-12-01,31
WELLINGTON CITY,Wellington Central,CAMBRIDGE HOTEL,1868,2011-12-01,31
WELLINGTON CITY,Wellington Central,HOTEL BRISTOL,1882,2011-12-01,31
WELLINGTON CITY,Wellington Central,JJ MURPHYS,1032,2011-12-01,31
WELLINGTON CITY,Wellington Central,LOVELOCKS SPORTS BAR,1115,2011-12-01,31
WELLINGTON CITY,Wellington Central,TAB COURTENAY PLACE,895,2011-12-01,31
WELLINGTON CITY,Wellington Central,THE GREEN MAN,2000249,2011-12-01,31
WELLINGTON CITY,Crofton Downs/ Hataitai/ Miramar/ Newlands,THE CUTTING SPORTS CAFE,940,2011-12-01,31
WELLINGTON CITY,Johnsonville/Tawa South,CLOCKWORKS,675,2011-12-01,31
WELLINGTON CITY,Johnsonville/Tawa South,JOHNSONVILLE CLUB,1151,2011-12-01,31
WELLINGTON CITY,Johnsonville/Tawa South,TAWA RSA,409,2011-12-01,31
WELLINGTON CITY,Johnsonville/Tawa South,THE INNKEEPER OF JOHNSONVILLE,871,2011-12-01,31
WELLINGTON CITY,Johnsonville/Tawa South,1841 BAR & RESTAURANT,1015,2011-12-01,31
WESTERN BAY OF PLENTY DISTRICT,Katikati,FORTA LEZA RESTAURANT,370,2011-12-01,31
WESTERN BAY OF PLENTY DISTRICT,Katikati,TALISMAN HOTEL,1438,2011-12-01,31
WESTERN BAY OF PLENTY DISTRICT,Katikati,THE BOOHAI,1052,2011-12-01,31
WESTERN BAY OF PLENTY DISTRICT,Te Puke,TE PUKE CITIZENS CLUB,352,2011-12-01,31
WESTERN BAY OF PLENTY DISTRICT,Te Puke,TE PUKE HOTEL,1934,2011-12-01,31
WESTERN BAY OF PLENTY DISTRICT,Omokoroa/ Pukehina/ Te Puna/ Waihi Beach,TE PUNA TAVERN,618,2011-12-01,31
WESTLAND DISTRICT,Fox Glacier/ Franz Josef/ Hokitika,BEACHFRONT HOTEL,1827,2011-12-01,31
WESTLAND DISTRICT,Fox Glacier/ Franz Josef/ Hokitika,FOX GLACIER HOTEL,2000085,2011-12-01,31
WESTLAND DISTRICT,Fox Glacier/ Franz Josef/ Hokitika,HOKITIKA CHARTERED CLUB,262,2011-12-01,31
WESTLAND DISTRICT,Fox Glacier/ Franz Josef/ Hokitika,PIONEER HOTEL,1637,2011-12-01,31
WESTLAND DISTRICT,Fox Glacier/ Franz Josef/ Hokitika,RAILWAY HOTEL,1131,2011-12-01,31
WESTLAND DISTRICT,Fox Glacier/ Franz Josef/ Hokitika,STUMPERS,1138,2011-12-01,31
WHAKATANE DISTRICT,Edgecumbe/ Matata/ Te Teko,MATATA HOTEL,1342,2011-12-01,31
WHAKATANE DISTRICT,Edgecumbe/ Matata/ Te Teko,PLAINS HOTEL,1318,2011-12-01,31
WHANGAREI DISTRICT,Whangarei Central,KENSINGTON CLUB,477,2011-12-01,31
WHANGAREI DISTRICT,Whangarei Central,KENSINGTON TAVERN,1854,2011-12-01,31
WHANGAREI DISTRICT,Whangarei Central,NGUNGURU SPORTS COMPLEX,748,2011-12-01,31
WHANGAREI DISTRICT,Whangarei Central,NORTHLAND CLUB INC,154,2011-12-01,31
WHANGAREI DISTRICT,Whangarei Central,ONERAHI TAVERN,1429,2011-12-01,31
WHANGAREI DISTRICT,Whangarei Central,POROTI TAVERN,1412,2011-12-01,31
WHANGAREI DISTRICT,Whangarei Central,THE GRAND HOTEL (WHANGAREI),2010,2011-12-01,31
WHANGAREI DISTRICT,Whangarei Central,THE WHANGAREI RETURNED SERVICES ASSOCIATION INCORPORATED,97,2011-12-01,31
WHANGAREI DISTRICT,Whangarei Central,TOTE & POKE,1265,2011-12-01,31
ASHBURTON DISTRICT,Ashburton,ASHBURTON CLUB & MUTUAL SCHOOL OF ARTS INC,378,2013-12-01,31
ASHBURTON DISTRICT,Ashburton,ASHBURTON RSA,1180,2013-12-01,31
ASHBURTON DISTRICT,Ashburton,DEVON TAVERN,704,2013-12-01,31
ASHBURTON DISTRICT,Ashburton,HOTEL ASHBURTON,710,2013-12-01,31
ASHBURTON DISTRICT,Ashburton,TINWALD TAVERN,711,2013-12-01,31
ASHBURTON DISTRICT,Hinds/ Methven/ Rakaia,BLUE PUB,1136,2013-12-01,31
ASHBURTON DISTRICT,Hinds/ Methven/ Rakaia,HINDS TAVERN,701,2013-12-01,31
ASHBURTON DISTRICT,Hinds/ Methven/ Rakaia,SOUTH RAKAIA HOTEL,1696,2013-12-01,31
ASHBURTON DISTRICT,Hinds/ Methven/ Rakaia,THE BROWN PUB,966,2013-12-01,31
AUCKLAND CITY,Newton,CHARLIES BAR,1406,2013-12-01,31
AUCKLAND CITY,Newton,FAMILY,585,2013-12-01,31
AUCKLAND CITY,Newton,MERCURY BAR,790,2013-12-01,31
AUCKLAND CITY,Otahuhu,MILESTONE BAR,1938,2013-12-01,31
AUCKLAND CITY,Otahuhu,STAR HOTEL,977,2013-12-01,31
AUCKLAND CITY,Otahuhu,GEMINI BAR,1192,2013-12-01,31
AUCKLAND CITY,Onehunga,ARTHURS BAR & GRILL,1094,2013-12-01,31
AUCKLAND CITY,Onehunga,ONEHUNGA & DISTRICT RSA,712,2013-12-01,31
AUCKLAND CITY,Onehunga,ONEHUNGA WORKINGMEN'S CLUB,463,2013-12-01,31
AUCKLAND CITY,Onehunga,THE LANDING SEAFOOD RESTAURANT & BAR,1790,2013-12-01,31
AUCKLAND CITY,Onehunga,TRIDENT TAVERN,289,2013-12-01,31
AUCKLAND CITY,Epsom/ Mt Eden/ Parnell,THE AUCKLAND TROTTING CLUB,179,2013-12-01,31
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,BLOCKHOUSE BAY BOWLING CLUB,731,2013-12-01,31
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,HOPS N HOOVES,811,2013-12-01,31
AUCKLAND CITY,Point Chevalier,HARLEQUINS,581,2013-12-01,31
AUCKLAND CITY,Point Chevalier,POINT CHEVALIER BOWLING CLUB,1387,2013-12-01,31
AUCKLAND CITY,Point Chevalier,THE CROWN HOTEL,575,2013-12-01,31
AUCKLAND CITY,Balmoral/ Glen Innes/ Kingsland,JACKS,1391,2013-12-01,31
AUCKLAND CITY,Balmoral/ Glen Innes/ Kingsland,TAB GLEN INNES,902,2013-12-01,31
AUCKLAND CITY,Balmoral/ Glen Innes/ Kingsland,THE COURTYARD BAR,1847,2013-12-01,31
AUCKLAND CITY,Panmure,LANDMARK BAR & EATERY,345,2013-12-01,31
AUCKLAND CITY,Panmure,MT WELLINGTON BOWLING CLUB,539,2013-12-01,31
AUCKLAND CITY,Panmure,THE CORNER BAR,344,2013-12-01,31
AUCKLAND CITY,Avondale/ Grey Lynn/ Herne Bay,AVONDALE RETURNED SERVICES ASSOCIATION,362,2013-12-01,31
AUCKLAND CITY,Avondale/ Grey Lynn/ Herne Bay,GREY LYNN RETURNED SERVICES SOCIAL CLUB INCORPORATED,399,2013-12-01,31
AUCKLAND CITY,Avondale/ Grey Lynn/ Herne Bay,GREY LYNN TAVERN,795,2013-12-01,31
BULLER DISTRICT,Westport,BLACK AND WHITE HOTEL,1628,2013-12-01,31
BULLER DISTRICT,Westport,CLUB BULLER,359,2013-12-01,31
BULLER DISTRICT,Westport,COSMOPOLITAN HOTEL,270,2013-12-01,31
BULLER DISTRICT,Westport,CRITERION HOTEL (WESTPORT),10,2013-12-01,31
CENTRAL OTAGO DISTRICT,Alexandra,ALEXANDRA DISTRICT CLUB,68,2013-12-01,31
CENTRAL OTAGO DISTRICT,Alexandra,CRITERION CLUB HOTEL,1650,2013-12-01,31
CENTRAL OTAGO DISTRICT,Alexandra,STADIUM TAVERN,953,2013-12-01,31
CENTRAL OTAGO DISTRICT,Cromwell,CROMWELL BREW HOUSE,1420,2013-12-01,31
CENTRAL OTAGO DISTRICT,Cromwell,CROMWELL TOWN & COUNTRY CLUB,112,2013-12-01,31
CENTRAL OTAGO DISTRICT,Cromwell,VICTORIA ARMS HOTEL,1715,2013-12-01,31
CHATHAM ISLANDS DISTRICT,Chatham Islands,HOTEL CHATHAMS,33,2013-12-01,31
CLUTHA DISTRICT,Kaitangata/ Milton/ Owaka,CATLINS INN,879,2013-12-01,31
CLUTHA DISTRICT,Kaitangata/ Milton/ Owaka,WHITE HORSE INN,877,2013-12-01,31
CLUTHA DISTRICT,Clinton/ Heriot/ Lawrence/ Tapanui,FOREST LODGE HOTEL,887,2013-12-01,31
CLUTHA DISTRICT,Clinton/ Heriot/ Lawrence/ Tapanui,HERIOT HOTEL,1548,2013-12-01,31
CLUTHA DISTRICT,Clinton/ Heriot/ Lawrence/ Tapanui,OAK TREE INN,825,2013-12-01,31
CLUTHA DISTRICT,Clinton/ Heriot/ Lawrence/ Tapanui,COACHES & HORSES INN,881,2013-12-01,31
CLUTHA DISTRICT,Balclutha,HOTEL SOUTH OTAGO,889,2013-12-01,31
CLUTHA DISTRICT,Balclutha,ROSEBANK LODGE,865,2013-12-01,31
CLUTHA DISTRICT,Balclutha,SOUTH OTAGO TOWN AND COUNTRY CLUB,426,2013-12-01,31
DUNEDIN CITY,Concord/ Kew/ Mornington,CONCORD INN,848,2013-12-01,31
DUNEDIN CITY,Concord/ Kew/ Mornington,MORNINGTON TAVERN,1723,2013-12-01,31
DUNEDIN CITY,Concord/ Kew/ Mornington,WATERLOO HOTEL,1072,2013-12-01,31
DUNEDIN CITY,Mosgiel,CROFTERS ARMS HOTEL,818,2013-12-01,31
DUNEDIN CITY,Mosgiel,MOSGIEL TAVERN,1495,2013-12-01,31
DUNEDIN CITY,Mosgiel,NELLIES HOTEL,851,2013-12-01,31
DUNEDIN CITY,St Kilda,FORBURY SPORTS BAR & FUNCTION CENTRE,1533,2013-12-01,31
DUNEDIN CITY,St Kilda,OCEAN BEACH HOTEL,843,2013-12-01,31
FAR NORTH DISTRICT,Kaitaia,FAR NORTH (KAITAIA) RSA,914,2013-12-01,31
FAR NORTH DISTRICT,Kaitaia,MUSSEL ROCK,760,2013-12-01,31
FAR NORTH DISTRICT,Paihia,KLONDIKE ALE HOUSE,1676,2013-12-01,31
FAR NORTH DISTRICT,Paihia,PAIHIA EX-SERVICEMEN'S ASSOCIATION,936,2013-12-01,31
FAR NORTH DISTRICT,Kaikohe,THE BANK BAR,763,2013-12-01,31
FAR NORTH DISTRICT,Hukerenui/Kawakawa/ Moerewa/ Opua/ Russell,KLONDIKES SEAFOOD CAFE AND TAVERN,1531,2013-12-01,31
FAR NORTH DISTRICT,Hukerenui/Kawakawa/ Moerewa/ Opua/ Russell,KAWAKAWA AND DISTRICT RSA,694,2013-12-01,31
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,GISBORNE COSMOPOLITAN CLUB INC,552,2013-12-01,31
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,GISBORNE TATAPOURI SPORTS FISHING CLUB,82,2013-12-01,31
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,RUATORIA HOTEL,1871,2013-12-01,31
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,THE RIVERS,2000093,2013-12-01,31
GORE DISTRICT,Gore/ Mataura,CROYDON LODGE,2000258,2013-12-01,31
GORE DISTRICT,Gore/ Mataura,FALLS HOTEL,883,2013-12-01,31
GORE DISTRICT,Gore/ Mataura,GORE DISTRICT MEMORIAL RSA INC,1208,2013-12-01,31
GORE DISTRICT,Gore/ Mataura,GORE TOWN & COUNTRY CLUB,1178,2013-12-01,31
GORE DISTRICT,Gore/ Mataura,LONGFORD TAVERN,891,2013-12-01,31
GORE DISTRICT,Gore/ Mataura,MATAURA RSA,1215,2013-12-01,31
GORE DISTRICT,Gore/ Mataura,TRAFFERS INN,874,2013-12-01,31
HAMILTON CITY,Claudelands,5 CROSSROADS SPORTS BAR AND CAFE,633,2013-12-01,31
HAMILTON CITY,Claudelands,HAMILTON COSMOPOLITAN CLUB INCORPORATED,699,2013-12-01,31
HAMILTON CITY,Claudelands,HILLCREST TAVERN,834,2013-12-01,31
HAMILTON CITY,Frankton,ALEWAYS HOTEL,1350,2013-12-01,31
HAMILTON CITY,Hamilton Central,HAMILTON COMBINED RETURNED SERVICES CLUB INCORPORATED,109,2013-12-01,31
HAMILTON CITY,Hamilton Central,HAMILTON WORKINGMEN'S CLUB,84,2013-12-01,31
HAMILTON CITY,Hamilton Central,SMITH & MCKENZIE CHOPHOUSE,1425,2013-12-01,31
HAMILTON CITY,Hamilton Central,STILL WORKING,762,2013-12-01,31
HAMILTON CITY,Hamilton Central,TAB TE RAPA,2000239,2013-12-01,31
HAMILTON CITY,Hamilton Central,THE DINSDALE OFFICE,755,2013-12-01,31
HAMILTON CITY,Hamilton Central,THE RIV,1242,2013-12-01,31
HAMILTON CITY,Hamilton Central,WAIKATO COMMERCE CLUB,446,2013-12-01,31
HAMILTON CITY,Hamilton Central,BAR 101,1148,2013-12-01,31
HAMILTON CITY,Hamilton Central,THE QUADRANT,1915,2013-12-01,31
HAMILTON CITY,Dinsdale/ Hillcrest/ Pukete,DINSDALE TAVERN,1035,2013-12-01,31
HAMILTON CITY,Dinsdale/ Hillcrest/ Pukete,THE COCK AND BULL (HAMILTON),2000215,2013-12-01,31
HAMILTON CITY,Glenview/ hamilton East,EASTSIDE TAVERN,1092,2013-12-01,31
HAMILTON CITY,Glenview/ hamilton East,GLENVIEW CLUB,507,2013-12-01,31
HAMILTON CITY,Nawton/ Te Rapa,TE RAPA TAVERN,1902,2013-12-01,31
HAMILTON CITY,Nawton/ Te Rapa,YARDHOUSE,590,2013-12-01,31
HASTINGS DISTRICT,Hastings Central,MAGPIES,732,2013-12-01,31
HASTINGS DISTRICT,Hastings Central,NATIONAL SERVICE CLUB,444,2013-12-01,31
HASTINGS DISTRICT,Hastings Central,STORTFORD LODGE SOCIAL CLUB,676,2013-12-01,31
HASTINGS DISTRICT,Hastings Central,TAB STORTFORD LODGE,896,2013-12-01,31
HASTINGS DISTRICT,Hastings Central,THE ELBOWROOM SPORTS BAR,735,2013-12-01,31
HASTINGS DISTRICT,Hastings Central,ZABEELS SPORTS BAR,679,2013-12-01,31
HASTINGS DISTRICT,Clive/ Flaxmere East/ Havelock North,CLIVE HOTEL,733,2013-12-01,31
HASTINGS DISTRICT,Clive/ Flaxmere East/ Havelock North,FLAXMERE TAVERN,305,2013-12-01,31
HASTINGS DISTRICT,Clive/ Flaxmere East/ Havelock North,HAVELOCK NORTH CLUB,501,2013-12-01,31
HASTINGS DISTRICT,Clive/ Flaxmere East/ Havelock North,TURK'S BAR,737,2013-12-01,31
HOROWHENUA DISTRICT,Levin,FATBOYZ BAR COBB AND CO,395,2013-12-01,31
HOROWHENUA DISTRICT,Levin,LEVIN CLUB,659,2013-12-01,31
HOROWHENUA DISTRICT,Levin,LEVIN COSMOPOLITAN CLUB,439,2013-12-01,31
HOROWHENUA DISTRICT,Levin,LEVIN SPORTS BAR,1456,2013-12-01,31
HOROWHENUA DISTRICT,Levin,O'MALLEY'S BAR,1262,2013-12-01,31
HOROWHENUA DISTRICT,Foxton/Mangaore-Manakau/ Shannon,FOXTON RETURNED SERVICES ASSOCIATION,98,2013-12-01,31
INVERCARGILL CITY,Appleby/ Glengarry/ Strathern,GLENGARRY TAVERN AKA EASTERN SUBURBS TAVERN,1170,2013-12-01,31
INVERCARGILL CITY,Appleby/ Glengarry/ Strathern,NORTHERN TAVERN,527,2013-12-01,31
INVERCARGILL CITY,Appleby/ Glengarry/ Strathern,SOUTHLAND TAVERN,528,2013-12-01,31
INVERCARGILL CITY,Bluff/Clifton/ Newfield/ Richmond,CLIFTON CLUB INN,1167,2013-12-01,31
INVERCARGILL CITY,Bluff/Clifton/ Newfield/ Richmond,GLASINE CAFE,1329,2013-12-01,31
INVERCARGILL CITY,Bluff/Clifton/ Newfield/ Richmond,GOLDEN AGE TAVERN,1044,2013-12-01,31
INVERCARGILL CITY,Bluff/Clifton/ Newfield/ Richmond,NEWFIELD TAVERN,1168,2013-12-01,31
KAIPARA DISTRICT,Dargaville,NORTHERN WAIROA HOTEL,636,2013-12-01,31
KAIPARA DISTRICT,Dargaville,NORTHERN WAIROA RETURNED SERVICES ASSOCIATION,672,2013-12-01,31
KAPITI COAST DISTRICT,Paraparaumu,GOLDEN COAST CHARTERED CLUB,516,2013-12-01,31
KAPITI COAST DISTRICT,Paraparaumu,KAPITI CLUB,471,2013-12-01,31
KAPITI COAST DISTRICT,Paraparaumu,THE PINETREE ARMS,1457,2013-12-01,31
KAPITI COAST DISTRICT,Otaki,FAMILY HOTEL,1441,2013-12-01,31
KAPITI COAST DISTRICT,Otaki,OTAKI RSA CLUBROOMS,265,2013-12-01,31
KAPITI COAST DISTRICT,Otaki,PUNTERS CORNER SPORTS BAR AND TAB,1437,2013-12-01,31
KAPITI COAST DISTRICT,Otaki,THE RAILWAY HOTEL,907,2013-12-01,31
KAPITI COAST DISTRICT,Paekakariki/ Raumati/ Waikanae,FINNS PAEKAKARIKI,1907,2013-12-01,31
KAPITI COAST DISTRICT,Paekakariki/ Raumati/ Waikanae,WAIKANAE CHARTERED CLUB,235,2013-12-01,31
KAWERAU DISTRICT,Kawerau,CAYMAN SPORTS BAR,1046,2013-12-01,31
LOWER HUTT CITY,Lower Hutt Central,THE BIG CHILL,1761,2013-12-01,31
LOWER HUTT CITY,Petone,PETONE SPORTS BAR,1834,2013-12-01,31
LOWER HUTT CITY,Petone,PETONE WORKINGMENS CLUB,104,2013-12-01,31
LOWER HUTT CITY,Wainuiomata,EDDY'S BAR & CAFE,859,2013-12-01,31
LOWER HUTT CITY,Wainuiomata,TAB WAINUIOMATA,2000124,2013-12-01,31
LOWER HUTT CITY,Wainuiomata,WAINUIOMATA BOWLING CLUB,149,2013-12-01,31
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,COMBINED SERVICES CLUB,195,2013-12-01,31
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,FAIRLIE HOTEL,1625,2013-12-01,31
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,TOP HUT,1605,2013-12-01,31
MARLBOROUGH DISTRICT,Blenheim,CLUBS OF MARLBOROUGH,34,2013-12-01,31
MARLBOROUGH DISTRICT,Blenheim,CRITERION HOTEL (BLENHEIM),1572,2013-12-01,31
MARLBOROUGH DISTRICT,Blenheim,FAIRWEATHER ON SCOTT,2000240,2013-12-01,31
MARLBOROUGH DISTRICT,Blenheim,GROVE TAVERN,725,2013-12-01,31
MARLBOROUGH DISTRICT,Blenheim,REDWOOD TAVERN,60,2013-12-01,31
MARLBOROUGH DISTRICT,Blenheim,SPRINGLANDS TAVERN,1896,2013-12-01,31
MARLBOROUGH DISTRICT,Picton,THE CROW TAVERN,1626,2013-12-01,31
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,HAVELOCK HOTEL,1549,2013-12-01,31
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,TROUT HOTEL,1667,2013-12-01,31
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,WOODBOURNE TAVERN,1859,2013-12-01,31
MASTERTON DISTRICT,Masterton,KURIPUNI TAVERN,304,2013-12-01,31
MASTERTON DISTRICT,Masterton,WAIRARAPA SERVICES & CITIZENS CLUB,324,2013-12-01,31
MATAMATA-PIAKO DISTRICT,Matamata,MATAMATA CLUB INCORPORATED,338,2013-12-01,31
MATAMATA-PIAKO DISTRICT,Matamata,TRAC SPORTS BAR,375,2013-12-01,31
MATAMATA-PIAKO DISTRICT,Morrinsville,MORRINSVILLE DISTRICT RSA,322,2013-12-01,31
MATAMATA-PIAKO DISTRICT,Morrinsville,NOTTINGHAM CASTLE HOTEL,1150,2013-12-01,31
MATAMATA-PIAKO DISTRICT,Morrinsville,TOP PUB,1118,2013-12-01,31
MATAMATA-PIAKO DISTRICT,Morrinsville,TOWN AND COUNTRY CLUB INCORPORATED,686,2013-12-01,31
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,PALACE HOTEL,1876,2013-12-01,31
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,TE AROHA MEMORIAL RSA,239,2013-12-01,31
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,THE GRAND TAVERN,1488,2013-12-01,31
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,WAIHOU TAVERN,984,2013-12-01,31
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,MASONIC HOTEL,1885,2013-12-01,31
